key,label,family,group,nc_ungamed,nc_post,nc_ungamed_fold_min,nc_ungamed_fold_max,nc_post_fold_min,nc_post_fold_max,enrollment_share_post
cms_dro_20,"CMS form, DRO (lambda=20)",dro,Income below 200% FPL,157.38618193282426,1255.1954906207704,-1510.8606620638495,962.9134316221894,-128.65776599892123,2105.5841482491305,1.0089287752821094
cms_dro_20,"CMS form, DRO (lambda=20)",dro,Hispanic,225.2512472460268,1082.7938032621787,-1611.990282711469,1383.9637215713162,-291.79770900546924,2242.30901917455,0.9879596538406427
cms_dro_20,"CMS form, DRO (lambda=20)",dro,Non-Hispanic Black,3.327757272086377,964.1394619209398,-1312.338333431963,1053.876806027066,-233.06531071274532,1941.2568631657066,0.9900340521039849
cms_dro_20,"CMS form, DRO (lambda=20)",dro,Non-Hispanic Asian,632.3348754934789,1333.1114329164452,-636.4394927701572,1598.969288092443,-56.933870196241756,2334.1875406451595,0.9810243621969332
cms_dro_20,"CMS form, DRO (lambda=20)",dro,Needs ADL or IADL help,-11120.241666230022,-8158.4948003841655,-22498.3949260645,-4895.832939729666,-17832.31362928444,-2296.1088136120698,0.9459641050681534
cms_dro_20,"CMS form, DRO (lambda=20)",dro,Mental health condition,699.9386965419949,2392.941038638654,-1226.3195374638638,2530.2530105683877,767.6556392934569,4053.3460816261013,1.058411999783988
cms_dro_20,"CMS form, DRO (lambda=20)",dro,Age 65 and over,-416.10238320547137,1514.9819163519671,-2987.122792041578,1480.3974082674335,-306.6765720583753,3300.566205602301,1.0566767352369932
cms_dro_20,"CMS form, DRO (lambda=20)",dro,Uninsured all year,1198.9721785650765,1579.620507750938,19.397249367265,1917.2046059012457,518.5350856958668,2327.764035969858,1.0370184692512388
cms_dro_50,"CMS form, DRO (lambda=50)",dro,Income below 200% FPL,156.76470818861154,1244.5733498912075,-1511.5455528802843,962.5100012624971,-242.5062847977237,2064.4670684943308,1.0089495626919538
cms_dro_50,"CMS form, DRO (lambda=50)",dro,Hispanic,225.2053022537203,1071.011593868277,-1612.1421726039391,1384.0512632995922,-331.6891177286349,2283.237560450036,0.9879354061290074
cms_dro_50,"CMS form, DRO (lambda=50)",dro,Non-Hispanic Black,3.1010663427418934,980.307161338381,-1312.8125070378624,1052.5614361786616,-222.18251901835117,1925.2265825761956,0.9902364792177291
cms_dro_50,"CMS form, DRO (lambda=50)",dro,Non-Hispanic Asian,632.567594634595,1347.5404423349544,-636.1050612967091,1598.8291078555947,-28.260579111238496,2260.125802032478,0.9811782613356452
cms_dro_50,"CMS form, DRO (lambda=50)",dro,Needs ADL or IADL help,-11124.942547612523,-8281.315682440014,-22501.746771588365,-4901.673703354292,-18147.763081245725,-2296.951241039607,0.9422913425451276
cms_dro_50,"CMS form, DRO (lambda=50)",dro,Mental health condition,702.5330560855017,2437.205121857426,-1223.7392072953276,2533.033683629579,856.5858562743283,4150.599893870509,1.0587466808063786
cms_dro_50,"CMS form, DRO (lambda=50)",dro,Age 65 and over,-417.8515852291668,1470.8945960781152,-2988.275190937404,1476.7420339301589,-520.3194370684563,3495.058081539851,1.0551050401557633
cms_dro_50,"CMS form, DRO (lambda=50)",dro,Uninsured all year,1198.866113133453,1588.5063341727152,19.763868426880897,1915.9880043941191,614.7592077372659,2416.544055892886,1.0370599593507808
cms_cap_pen_dro_0,"CMS form, capped + coding penalty + DRO (DRO lambda=0)",combined,Income below 200% FPL,-29.323335910502294,860.4777772262364,-1677.6041705136242,759.8341867022436,-516.4545493105466,1539.3795219119693,1.006710107209329
cms_cap_pen_dro_0,"CMS form, capped + coding penalty + DRO (DRO lambda=0)",combined,Hispanic,252.33641461325735,944.1785060526696,-1498.9563151369302,1390.219072144913,-452.23787225470204,2050.9137358621665,0.9868435428558601
cms_cap_pen_dro_0,"CMS form, capped + coding penalty + DRO (DRO lambda=0)",combined,Non-Hispanic Black,-123.09961281395945,609.8757122948459,-1443.0545808852796,1055.640139705124,-536.2043517379582,1784.1392727310563,0.9901987132407882
cms_cap_pen_dro_0,"CMS form, capped + coding penalty + DRO (DRO lambda=0)",combined,Non-Hispanic Asian,828.2147872886849,1280.2068495253359,-409.4249226333589,1781.7196434663863,-89.92479127351992,2191.9487497443606,0.985639586876204
cms_cap_pen_dro_0,"CMS form, capped + coding penalty + DRO (DRO lambda=0)",combined,Needs ADL or IADL help,-12439.781913228157,-10032.444314312686,-23836.18368110548,-6270.347955754179,-20154.539386838907,-4182.116834088548,0.9253561944271933
cms_cap_pen_dro_0,"CMS form, capped + coding penalty + DRO (DRO lambda=0)",combined,Mental health condition,-377.9788403622744,1025.532443063336,-2110.8126886326445,1335.5134406332177,-496.9795703902826,2606.9210946732037,1.022922822963848
cms_cap_pen_dro_0,"CMS form, capped + coding penalty + DRO (DRO lambda=0)",combined,Age 65 and over,-4.147510675866147,1359.6955718825313,-2733.1774861549166,2141.843167791574,-936.9740103203047,3476.3243687528175,1.0619022294230696
cms_cap_pen_dro_0,"CMS form, capped + coding penalty + DRO (DRO lambda=0)",combined,Uninsured all year,1228.2348097729503,1559.0785499809303,30.43830372389842,2026.1867876355957,416.69042220478946,2399.0168228188118,1.030242530354604
cms_cap_pen_dro_1,"CMS form, capped + coding penalty + DRO (DRO lambda=1)",combined,Income below 200% FPL,9.525119663344105,943.0142408539232,-1642.6770886108143,807.4555567421273,-513.2644146607621,1643.880341812234,1.006407531270732
cms_cap_pen_dro_1,"CMS form, capped + coding penalty + DRO (DRO lambda=1)",combined,Hispanic,227.74985482608844,964.7412936826548,-1563.8809313645966,1367.5516980380532,-461.61731467919236,2076.4062698259854,0.9865187157862864
cms_cap_pen_dro_1,"CMS form, capped + coding penalty + DRO (DRO lambda=1)",combined,Non-Hispanic Black,-83.60798899723504,738.0062463287079,-1424.7579258514718,1057.7235653961884,-400.99615353221327,1851.16886810103,0.990066642896945
cms_cap_pen_dro_1,"CMS form, capped + coding penalty + DRO (DRO lambda=1)",combined,Non-Hispanic Asian,751.8659644936732,1280.0906980289335,-529.5723794454261,1688.449610394181,-153.26620477376628,2121.0478460345125,0.9863500525227816
cms_cap_pen_dro_1,"CMS form, capped + coding penalty + DRO (DRO lambda=1)",combined,Needs ADL or IADL help,-12132.363602278436,-9779.126935296752,-23310.074739303836,-5966.730852503375,-19317.10657476168,-3751.789631088834,0.9254874915366749
cms_cap_pen_dro_1,"CMS form, capped + coding penalty + DRO (DRO lambda=1)",combined,Mental health condition,249.09328932070628,1815.8511878353156,-1534.0936769778787,1988.5918301921326,183.1525760407402,3363.0867497026334,1.0435210743275984
cms_cap_pen_dro_1,"CMS form, capped + coding penalty + DRO (DRO lambda=1)",combined,Age 65 and over,-392.2364310234896,833.1663179095033,-2915.914917700051,1435.5069136578702,-1334.5247089119719,2573.0766108723756,1.0520613627894753
cms_cap_pen_dro_1,"CMS form, capped + coding penalty + DRO (DRO lambda=1)",combined,Uninsured all year,1186.9912603445305,1525.046160378678,-10.50017237774507,1934.1121631614392,476.8814432857336,2336.6499698312873,1.0379570645328235
cms_cap_pen_dro_2,"CMS form, capped + coding penalty + DRO (DRO lambda=2)",combined,Income below 200% FPL,36.942422674329364,992.1783146809452,-1616.6079827537444,840.1096803024102,-469.6105473503903,1710.1817019872967,1.0062052485224942
cms_cap_pen_dro_2,"CMS form, capped + coding penalty + DRO (DRO lambda=2)",combined,Hispanic,231.54763057383812,989.2206935999218,-1571.5703169021308,1372.3860359667333,-447.0765983230816,2092.9971671969097,0.9871337917652313
cms_cap_pen_dro_2,"CMS form, capped + coding penalty + DRO (DRO lambda=2)",combined,Non-Hispanic Black,-63.616100456775825,800.425066031645,-1401.9450791254328,1061.742234296279,-321.2301806035691,1926.9692503609742,0.9899702454935133
cms_cap_pen_dro_2,"CMS form, capped + coding penalty + DRO (DRO lambda=2)",combined,Non-Hispanic Asian,734.0680058612794,1306.6999893969162,-556.3731879714801,1674.9374624662933,-168.5678325572272,2230.613453975942,0.9859765970642133
cms_cap_pen_dro_2,"CMS form, capped + coding penalty + DRO (DRO lambda=2)",combined,Needs ADL or IADL help,-11965.866480241393,-9558.227290472867,-23150.97121773294,-5787.312623745775,-19142.228302754924,-3342.0880218550406,0.9256545122115812
cms_cap_pen_dro_2,"CMS form, capped + coding penalty + DRO (DRO lambda=2)",combined,Mental health condition,347.039984603522,1939.7759280458397,-1452.9334592451341,2100.6873497101487,258.28894800586806,3629.4025098898533,1.0478920560524123
cms_cap_pen_dro_2,"CMS form, capped + coding penalty + DRO (DRO lambda=2)",combined,Age 65 and over,-418.8968896313829,840.7277796421147,-2935.9515626576617,1431.6618749914442,-1375.4927681281301,2573.9542245259586,1.0493834365996875
cms_cap_pen_dro_2,"CMS form, capped + coding penalty + DRO (DRO lambda=2)",combined,Uninsured all year,1189.1615679882332,1535.8936902360792,-4.032982578669463,1932.6031360253485,536.9418548737681,2336.268299378693,1.0361869110050412
cms_cap_pen_dro_5,"CMS form, capped + coding penalty + DRO (DRO lambda=5)",combined,Income below 200% FPL,76.61605905457685,1044.376448841584,-1579.710832037383,883.2164594433095,-420.59538488230277,1795.981312006042,1.0068335917015896
cms_cap_pen_dro_5,"CMS form, capped + coding penalty + DRO (DRO lambda=5)",combined,Hispanic,233.36218341427198,1004.5560022133512,-1579.317968088595,1374.0608834864986,-476.96699328249883,2148.6989316997074,0.9874997547526594
cms_cap_pen_dro_5,"CMS form, capped + coding penalty + DRO (DRO lambda=5)",combined,Non-Hispanic Black,-37.09354397201327,844.2195054682276,-1367.3178867127922,1066.668337632002,-350.0235215453185,1922.1369789610715,0.9902502759388139
cms_cap_pen_dro_5,"CMS form, capped + coding penalty + DRO (DRO lambda=5)",combined,Non-Hispanic Asian,704.8934400694732,1283.8824541669258,-594.9554238049462,1646.8623677548926,-115.01531661756268,2139.99227092228,0.9836903871837447
cms_cap_pen_dro_5,"CMS form, capped + coding penalty + DRO (DRO lambda=5)",combined,Needs ADL or IADL help,-11710.491603444938,-9175.891339766184,-22909.939543950197,-5546.003787050127,-18435.277914531533,-3150.38171632406,0.9328682962469146
cms_cap_pen_dro_5,"CMS form, capped + coding penalty + DRO (DRO lambda=5)",combined,Mental health condition,468.8082961138835,2058.153348376542,-1352.000168402557,2244.7325567513553,430.8536356679831,3711.907847568905,1.052259076907912
cms_cap_pen_dro_5,"CMS form, capped + coding penalty + DRO (DRO lambda=5)",combined,Age 65 and over,-432.90541087446724,1040.6860933411035,-2953.6891377708203,1435.5278399240674,-1105.6920420891065,3062.398020338081,1.0533030821695364
cms_cap_pen_dro_5,"CMS form, capped + coding penalty + DRO (DRO lambda=5)",combined,Uninsured all year,1195.5562165377173,1542.6754032592194,4.222670187265494,1920.1902760085563,507.19619011486947,2353.191435173354,1.0358920902250977
cms_cap_pen_dro_10,"CMS form, capped + coding penalty + DRO (DRO lambda=10)",combined,Income below 200% FPL,103.59205194978567,1105.5227630995428,-1555.6337471029497,910.2037904977703,-314.43004325884584,1905.2166154072384,1.007779188538315
cms_cap_pen_dro_10,"CMS form, capped + coding penalty + DRO (DRO lambda=10)",combined,Hispanic,231.33722968093542,1020.2171835540951,-1588.2666689080527,1374.7962278078232,-394.1324450982171,2136.758786832412,0.9874303809159595
cms_cap_pen_dro_10,"CMS form, capped + coding penalty + DRO (DRO lambda=10)",combined,Non-Hispanic Black,-22.279537407296765,881.0138279690268,-1346.2229321788836,1065.9850832003497,-267.32449241552837,1877.0685362429858,0.9899823507308271
cms_cap_pen_dro_10,"CMS form, capped + coding penalty + DRO (DRO lambda=10)",combined,Non-Hispanic Asian,683.0036987043846,1306.5897424616612,-617.5685934990688,1628.8346268846565,-153.40409260049395,2211.152250150266,0.9829432151856505
cms_cap_pen_dro_10,"CMS form, capped + coding penalty + DRO (DRO lambda=10)",combined,Needs ADL or IADL help,-11521.605700837985,-8888.996758436793,-22770.305227618457,-5364.678403839461,-18596.395957716315,-2552.308776715213,0.9369320045495663
cms_cap_pen_dro_10,"CMS form, capped + coding penalty + DRO (DRO lambda=10)",combined,Mental health condition,544.2054160059204,2172.8910123485966,-1301.9004165205067,2336.373858934156,390.87289968235274,4043.8873816247665,1.0543596346784692
cms_cap_pen_dro_10,"CMS form, capped + coding penalty + DRO (DRO lambda=10)",combined,Age 65 and over,-429.83449916550296,1207.1336204991014,-2994.971852896354,1440.8847623496508,-738.2168720876396,3117.3110374522716,1.0548932789762746
cms_cap_pen_dro_10,"CMS form, capped + coding penalty + DRO (DRO lambda=10)",combined,Uninsured all year,1196.6205961997653,1540.1944847167945,8.181188185775609,1908.7801379246268,502.2689314188489,2374.5779000384964,1.0357294185916677
cms_cap_pen_dro_20,"CMS form, capped + coding penalty + DRO (DRO lambda=20)",combined,Income below 200% FPL,124.29737233648565,1168.1218955188972,-1538.2144271779857,928.5493030512448,-278.1070778481157,1971.7756350032473,1.008160796166224
cms_cap_pen_dro_20,"CMS form, capped + coding penalty + DRO (DRO lambda=20)",combined,Hispanic,228.27076295762183,1022.0439620621588,-1597.82427247436,1375.2265621502972,-374.8620226629625,2215.842908138786,0.9861963577515085
cms_cap_pen_dro_20,"CMS form, capped + coding penalty + DRO (DRO lambda=20)",combined,Non-Hispanic Black,-12.682793077766632,923.2816671568258,-1335.1644321333465,1064.251849852024,-313.52852558769155,1885.5509565158561,0.9907230953793301
cms_cap_pen_dro_20,"CMS form, capped + coding penalty + DRO (DRO lambda=20)",combined,Non-Hispanic Asian,663.3896387817874,1281.5080319742797,-630.0895627639516,1613.8922231803244,-244.28542775314318,2083.178254782569,0.9823232671382737
cms_cap_pen_dro_20,"CMS form, capped + coding penalty + DRO (DRO lambda=20)",combined,Needs ADL or IADL help,-11367.977242732091,-8561.59141228297,-22664.011852555785,-5190.039817775846,-17515.630864552746,-2742.628131059106,0.9388632779059624
cms_cap_pen_dro_20,"CMS form, capped + coding penalty + DRO (DRO lambda=20)",combined,Mental health condition,607.2375733231124,2240.265178817126,-1263.8147792837628,2441.5146310323785,633.3531105727432,3964.145978350452,1.0556749939458487
cms_cap_pen_dro_20,"CMS form, capped + coding penalty + DRO (DRO lambda=20)",combined,Age 65 and over,-429.8898819098419,1344.7845538755707,-2999.7221876000867,1457.0233478229918,-703.5631172176031,3294.8043227701064,1.0561027977567472
cms_cap_pen_dro_20,"CMS form, capped + coding penalty + DRO (DRO lambda=20)",combined,Uninsured all year,1198.6234744699573,1586.2051620258671,13.881334733477209,1911.2248394584226,589.3489105097981,2326.109759256587,1.0355528805883905
cms_cap_pen_dro_50,"CMS form, capped + coding penalty + DRO (DRO lambda=50)",combined,Income below 200% FPL,140.84330852756133,1195.3449675537427,-1523.459672722338,943.1760400371085,-246.47654188385314,1950.6361819959284,1.0082171920270668
cms_cap_pen_dro_50,"CMS form, capped + coding penalty + DRO (DRO lambda=50)",combined,Hispanic,225.59756051241786,1048.090099903483,-1605.681148108287,1377.93529556045,-304.60731650957075,2259.622273656057,0.9877358094268563
cms_cap_pen_dro_50,"CMS form, capped + coding penalty + DRO (DRO lambda=50)",combined,Non-Hispanic Black,-5.2548187831612605,895.1238196378778,-1325.5517830888134,1056.8248486026775,-285.23615488813857,1850.1329859326297,0.9887663291932359
cms_cap_pen_dro_50,"CMS form, capped + coding penalty + DRO (DRO lambda=50)",combined,Non-Hispanic Asian,647.3918339961177,1321.9532409434173,-638.2134289927559,1604.5823741444594,-14.358005300023946,2286.1734979802113,0.9805023755303139
cms_cap_pen_dro_50,"CMS form, capped + coding penalty + DRO (DRO lambda=50)",combined,Needs ADL or IADL help,-11240.64751284452,-8399.952022244006,-22575.861165353497,-5045.9488912260595,-17994.583984631616,-2281.492036621514,0.9391533783704092
cms_cap_pen_dro_50,"CMS form, capped + coding penalty + DRO (DRO lambda=50)",combined,Mental health condition,659.8292976032534,2324.9865255882196,-1240.1972629593229,2495.134170390417,712.4391171695141,4059.276013827869,1.0575955455069304
cms_cap_pen_dro_50,"CMS form, capped + coding penalty + DRO (DRO lambda=50)",combined,Age 65 and over,-427.41568940064116,1414.6541711252446,-2993.603743485641,1479.6596608639918,-636.9685699098189,3152.298541886682,1.055997301499674
cms_cap_pen_dro_50,"CMS form, capped + coding penalty + DRO (DRO lambda=50)",combined,Uninsured all year,1197.1830721857057,1564.5463298789246,19.76585184712327,1913.418666897844,539.5111361919257,2343.3225552609074,1.0351575894783978
cms_pen_stack,"CMS form, coding penalty tuned against the plan (Stackelberg)",stackelberg,Income below 200% FPL,-100.17276203994462,772.0455526310868,-1736.490290544837,743.4943203264837,-617.4977211947096,1566.5861308085725,1.005060070182577
cms_pen_stack,"CMS form, coding penalty tuned against the plan (Stackelberg)",stackelberg,Hispanic,503.84124731632613,1177.0472221020573,-1260.8882399775873,2054.669212162078,-268.5968104812676,2595.4689793008088,0.995001724188808
cms_pen_stack,"CMS form, coding penalty tuned against the plan (Stackelberg)",stackelberg,Non-Hispanic Black,2.1888543483014162,747.5768835315399,-1331.337749712904,1258.028298934255,-412.56526893900724,1906.153211627764,0.9951726381039702
cms_pen_stack,"CMS form, coding penalty tuned against the plan (Stackelberg)",stackelberg,Non-Hispanic Asian,1190.50784319742,1667.7125389352611,-28.576107032016562,2404.9304697356247,299.38371068290724,2933.004814800276,1.0033225929996066
cms_pen_stack,"CMS form, coding penalty tuned against the plan (Stackelberg)",stackelberg,Needs ADL or IADL help,-13759.987129054827,-11585.036934320457,-24989.926711085453,-6354.682023647027,-21927.73000962497,-4401.367676379822,0.9078792052800172
cms_pen_stack,"CMS form, coding penalty tuned against the plan (Stackelberg)",stackelberg,Mental health condition,-1549.980406686985,-258.22428058870474,-3276.0272898042,1462.3371577811597,-2097.2864778345793,2847.1151091352363,0.9888272484476269
cms_pen_stack,"CMS form, coding penalty tuned against the plan (Stackelberg)",stackelberg,Age 65 and over,-10.578637860678281,1420.6301584035134,-2767.178963859438,2071.711188455894,-852.512718065465,3496.4141503142523,1.0684030750259164
cms_pen_stack,"CMS form, coding penalty tuned against the plan (Stackelberg)",stackelberg,Uninsured all year,1814.0354204134599,2105.7252862978526,477.6792934263024,3630.403557080461,822.9465028639087,3814.6541260393697,1.0626468869798755
gbm_cap_dro,"Boosting, capped + DRO",boosted,Income below 200% FPL,6.5871074459723955,864.0508869285956,-1407.074937632886,777.9728846563413,-514.4313756107274,1666.7197506490534,1.0621321189825952
gbm_cap_dro,"Boosting, capped + DRO",boosted,Hispanic,108.13315227122683,564.6491402210834,-1887.1195736315256,1115.7583526934109,-1638.540200899456,1684.2445364506468,1.0313392670030328
gbm_cap_dro,"Boosting, capped + DRO",boosted,Non-Hispanic Black,-0.24032905290897683,863.1940111621744,-1448.3314010253482,1023.0105242429869,-539.9443173964953,2104.1708754642714,1.0099668143722327
gbm_cap_dro,"Boosting, capped + DRO",boosted,Non-Hispanic Asian,315.03742632522693,747.425996537119,-1253.364799524304,1266.1939089231523,-868.4674359841889,1849.4458052713464,0.9704422582282356
gbm_cap_dro,"Boosting, capped + DRO",boosted,Needs ADL or IADL help,-5780.371481969744,-2367.9801616602545,-15623.394220183847,-804.096854138497,-14880.058199578907,5067.329850264215,0.9427739308260441
gbm_cap_dro,"Boosting, capped + DRO",boosted,Mental health condition,504.1332500056033,2189.5034362373626,-1010.9652162978188,2354.651760224187,424.1381926326084,4232.061449877829,1.0082542047681076
gbm_cap_dro,"Boosting, capped + DRO",boosted,Age 65 and over,-499.60882265463414,1674.111307503684,-2522.291171412755,971.362341988154,-660.3581251596885,3614.715489260623,1.0378586659868023
gbm_cap_dro,"Boosting, capped + DRO",boosted,Uninsured all year,591.9279340646567,702.5993684580178,-281.3438349770978,1238.102213220219,-195.216309826448,1385.5730588478136,1.1515145981332375
cms_adv,"CMS form, trained against the plan",adversarial,Income below 200% FPL,339.4100520423221,1579.127500817668,-1300.0350661642153,1142.6192226712758,111.33775273730605,2342.599186837898,1.0168290159003266
cms_adv,"CMS form, trained against the plan",adversarial,Hispanic,270.36651699012754,1227.790116769365,-1522.823161152676,1453.0920637812071,-116.93844234233235,2251.5218925674376,0.9965243993252031
cms_adv,"CMS form, trained against the plan",adversarial,Non-Hispanic Black,46.98436541432662,1174.9043345274117,-1184.380767153733,1123.784953366324,108.27740951137199,2073.45590493432,0.9968505434334237
cms_adv,"CMS form, trained against the plan",adversarial,Non-Hispanic Asian,583.2128363267072,1466.8395421877563,-672.6765943677917,1490.7839037301308,128.80960938794962,2420.7483345048818,0.9797977676908988
cms_adv,"CMS form, trained against the plan",adversarial,Needs ADL or IADL help,-9967.794753106422,-6565.365470913273,-21506.845799755276,-3996.3257969736455,-16498.819066592336,-440.5474186591837,0.9604681884255059
cms_adv,"CMS form, trained against the plan",adversarial,Mental health condition,105.01781093194755,2053.353192054255,-1816.0954341664021,2162.46298196153,266.0168150754668,3945.663110081907,1.036465899849366
cms_adv,"CMS form, trained against the plan",adversarial,Age 65 and over,167.04741922482546,2608.537687989748,-2408.737682324613,2754.009415163841,251.98470898787363,5203.8555456711265,1.0528947247805927
cms_adv,"CMS form, trained against the plan",adversarial,Uninsured all year,1176.8311684356906,1573.354906197165,0.40150892712889064,2036.5148645324505,426.34925896267305,2352.570490441793,1.0622952515947348
cms_pen_adv,"CMS form, coding-penalized, trained against the plan",adversarial,Income below 200% FPL,-23.77663895351078,857.3754924221137,-1667.640262279236,769.4290910741588,-524.6357047869565,1581.8938486925927,1.0068917680987253
cms_pen_adv,"CMS form, coding-penalized, trained against the plan",adversarial,Hispanic,201.74305373366136,897.9820291015928,-1559.419995531413,1329.5130916168953,-487.2696354194094,1999.8197777436164,0.9854978364288375
cms_pen_adv,"CMS form, coding-penalized, trained against the plan",adversarial,Non-Hispanic Black,-145.16605022400907,583.724352396282,-1449.6005924874428,1031.1256035028277,-539.5406355512129,1706.1682921344864,0.9880286159822343
cms_pen_adv,"CMS form, coding-penalized, trained against the plan",adversarial,Non-Hispanic Asian,803.0957827974902,1273.3844827596697,-444.0304273962312,1792.5819498831315,-241.76460176081483,2190.207698752791,0.9869649935013238
cms_pen_adv,"CMS form, coding-penalized, trained against the plan",adversarial,Needs ADL or IADL help,-12225.169817828968,-9755.063022258199,-23660.392158505405,-6114.541639300186,-19878.342111269245,-3774.1269130235187,0.9297616972794222
cms_pen_adv,"CMS form, coding-penalized, trained against the plan",adversarial,Mental health condition,-302.4743708175856,1100.025607557963,-2006.374276342281,1396.1190723098857,-398.9934340596117,2701.8339404184467,1.0243366253981365
cms_pen_adv,"CMS form, coding-penalized, trained against the plan",adversarial,Age 65 and over,268.25478249713444,1597.6660333352545,-2521.32252119686,2399.6193656566875,-690.3054940368685,3676.3409683633904,1.0724122971745405
cms_pen_adv,"CMS form, coding-penalized, trained against the plan",adversarial,Uninsured all year,1159.0687976962301,1494.1856767267361,-50.46561280855464,1933.5501468874686,301.88657871605864,2284.7904312610312,1.0292762262844581
cms_robust_adv,"CMS form, capped + penalized + DRO, trained against the plan",adversarial,Income below 200% FPL,8.926416589557562,935.7893469848867,-1667.17921726407,829.5802639517469,-527.5933821278212,1661.6737025359976,1.003489613878217
cms_robust_adv,"CMS form, capped + penalized + DRO, trained against the plan",adversarial,Hispanic,163.82999063996056,900.171011398783,-1611.9263248058187,1322.3143998406126,-538.4480512902182,2037.497586075923,0.981845945150514
cms_robust_adv,"CMS form, capped + penalized + DRO, trained against the plan",adversarial,Non-Hispanic Black,-108.53440703034013,714.2046616384976,-1451.4296256175055,1035.3911530821356,-434.7618929055387,1827.7881595247854,0.9866465648703726
cms_robust_adv,"CMS form, capped + penalized + DRO, trained against the plan",adversarial,Non-Hispanic Asian,710.0419975476289,1287.186477405553,-563.7177465681353,1711.706357396932,-23.660548173408078,2103.6997649099676,0.9850452247904057
cms_robust_adv,"CMS form, capped + penalized + DRO, trained against the plan",adversarial,Needs ADL or IADL help,-11884.59252556516,-9517.701993130071,-23158.946695147566,-5765.583032017519,-19156.736214421446,-3337.1158821332033,0.9325116147756142
cms_robust_adv,"CMS form, capped + penalized + DRO, trained against the plan",adversarial,Mental health condition,161.90031206627165,1720.2214657905577,-1644.6288376671744,1882.8896687336655,79.8300410654069,3300.2182409623624,1.039906126975173
cms_robust_adv,"CMS form, capped + penalized + DRO, trained against the plan",adversarial,Age 65 and over,106.36050140836481,1317.1126763610628,-2557.3979581325525,2099.5814720295666,-921.7201447354722,3256.0762227444907,1.069197901543453
cms_robust_adv,"CMS form, capped + penalized + DRO, trained against the plan",adversarial,Uninsured all year,1109.5871159364501,1459.4911896124586,-117.33904311664098,1887.597277707321,414.17794286610643,2301.9416728342417,1.0229421900138296
gbm_robust_adv,"Boosting, capped + DRO, trained against the plan",adversarial,Income below 200% FPL,-7.124441331226775,799.010682309468,-1452.2195365750597,741.3548252392227,-1010.3388637887641,1749.2190990215101,1.0566808221316957
gbm_robust_adv,"Boosting, capped + DRO, trained against the plan",adversarial,Hispanic,84.6682269223571,458.6976267922122,-1868.794159626762,1061.9033241682641,-1919.7345613190541,1621.767707823584,1.0255586113979414
gbm_robust_adv,"Boosting, capped + DRO, trained against the plan",adversarial,Non-Hispanic Black,-30.627224499467566,728.5802468610453,-1429.3382268669266,998.7515942331127,-571.8083364587725,2295.8039056512744,1.006262164255438
gbm_robust_adv,"Boosting, capped + DRO, trained against the plan",adversarial,Non-Hispanic Asian,337.7633490833394,730.0296233795658,-1147.148555520514,1497.2433698249633,-876.6795503063645,2305.0091770171493,0.9667336931014806
gbm_robust_adv,"Boosting, capped + DRO, trained against the plan",adversarial,Needs ADL or IADL help,-5794.698282054933,-1790.035962121585,-16421.681000225453,-587.192396508068,-13198.922971385518,6618.032483093669,0.9540267444457279
gbm_robust_adv,"Boosting, capped + DRO, trained against the plan",adversarial,Mental health condition,491.39285046168885,2193.0864267709167,-1174.7392858778678,2367.4919308264207,119.66506768214204,4031.1050949847613,1.0173442149398315
gbm_robust_adv,"Boosting, capped + DRO, trained against the plan",adversarial,Age 65 and over,-436.69358888589136,1440.3887785387224,-2481.093341802701,1248.716404023722,-1171.865469251879,3243.047995223446,1.0447029178880878
gbm_robust_adv,"Boosting, capped + DRO, trained against the plan",adversarial,Uninsured all year,568.8027602136714,657.3941753361286,-358.5874446172347,1214.4081698709026,-199.5583633300209,1308.5792762900905,1.1490711688432318
